"DFVArbre.id","predictR2"
27139,0.0286666666666666
36563,0.0199
100835,0.0384
90879,0.0208666666666666
13307,0.0309
82556,0.0493666666666667
22211,0.0209333333333333
31291,0.0693
71492,0.0786333333333333
59819,0.0306666666666667
92428,0.0366333333333333
109825,0.00889999999999991
957,0.144033333333333
57583,0.0834666666666667
113006,0.0646
9095,0.1056
103802,0.0387
104527,0.0379
33211,0.0100999999999999
9641,0.1377
46898,0.0564
3977,0.0395
15486,0.0882
1681,0.0542666666666667
101926,0.0688666666666667
86771,0.0201999999999999
57657,0.0647666666666667
105737,0.00729999999999981
117181,0.0268333333333333
98784,0.00629999999999981
89177,0.154533333333333
57135,0.0209
116873,0.0793666666666667
22067,0.0755666666666667
98724,0.0143999999999999
62841,0.0233333333333333
106369,0.0219666666666666
69728,0.0284333333333333
125292,0.00786666666666649
119735,0.0310333333333333
90516,0.0613333333333333
5122,0.0979333333333333
92470,0.0304333333333333
119836,0.0246666666666666
8024,0.0598666666666666
25622,0.0575666666666667
68191,0.0760333333333333
73220,0.0658666666666666
113973,0.00713333333333311
95885,0.0596
65897,0.0395333333333333
69046,0.0047999999999998
13594,0.00713333333333312
17572,0.0808333333333333
39554,0.0158999999999999
12428,0.0434333333333333
97921,0.00719999999999983
25505,0.0327666666666666
13676,0.0546333333333333
72775,0.0406
66122,0.0114999999999998
43446,0.0866
36572,0.0156666666666665
64249,0.0337666666666667
94111,0.0696
90388,0.0649
24176,0.0455333333333333
42027,0.0125999999999999
125596,0.0907666666666667
29387,0.0348333333333333
99638,0.0991666666666667
101304,0.0599
99666,0.0248999999999999
49876,0.0325
59371,0.0282999999999999
62304,0.0293333333333333
9234,0.126933333333333
119277,0.0216333333333333
21949,0.0121333333333332
40955,0.0261666666666666
84107,0.0349666666666667
80367,0.00879999999999989
29818,0.0441
32718,0.0472333333333333
110238,0.0144666666666666
85339,0.075
46148,0.00999999999999986
35498,0.0178333333333333
23258,0.0642
7683,0.0937333333333333
25422,0.0270333333333333
70080,0.0529333333333333
3889,0.0128666666666665
78788,0.00416666666666642
79986,-2.19699258785511e-16
25760,0.049
21116,0.0341666666666666
105624,0.0236999999999999
56248,0.0190333333333332
61589,0.0405666666666666
72165,0.0540333333333333
104224,0.037
62908,0.1225
72647,0.125533333333333
96649,0.0562999999999999
55903,0.0237333333333333
64848,0.0545333333333333
53333,0.0237999999999999
41656,0.0471333333333333
23803,0.0206666666666665
42564,0.0357
115643,0.0362333333333333
16176,0.0329666666666666
75122,0.0445666666666667
24140,0.0372666666666666
89999,0.0672
125482,0.0149666666666666
74604,0.00829999999999982
107973,0.0510666666666666
101599,0.0247
108096,0.1057
76354,0.0489
35906,0.0301333333333333
91948,0.0702666666666667
79739,0.0219333333333333
64382,0.0746
66180,0.0549333333333333
16240,0.0368666666666666
52103,0.00776666666666649
56366,0.0257666666666666
4065,0.0631666666666666
41294,0.0257333333333333
71736,0.0468666666666666
99769,0.023
20785,0.0258
22640,0.0228333333333333
91231,0.0238333333333333
36826,0.0390666666666666
12979,0.0453666666666667
114112,0.0278
123328,0.0311333333333333
55204,0.0211666666666666
4728,0.0189999999999999
12765,0.0256333333333333
119987,0.03
22596,0.0133333333333333
54787,0.0114333333333333
123415,0.0168666666666666
4894,0.0305333333333333
23729,0.0616333333333333
102105,0.0453
20220,0.0637333333333333
65215,0.0292333333333333
13810,0.0296666666666666
27903,0.0592666666666667
109305,0.0261666666666666
97019,0.0904333333333333
14326,0.00993333333333317
100165,0.0936666666666667
83642,0.0387
74955,0.0100666666666665
47125,0.0327333333333333
3118,0.0840333333333333
40475,0.00699999999999982
9686,0.041
12047,0.0489
16820,0.0498666666666666
53744,0.0156333333333332
87685,0.0511333333333333
23793,0.0895666666666666
119335,0.0110666666666666
42288,0.0341
37299,0.0182333333333333
112809,0.0498
37909,0.00896666666666649
45035,0.0686333333333333
76085,0.0239
75150,0.0124999999999999
123347,0.0270999999999999
6857,0.0308666666666666
35368,0.0405333333333333
51476,0.0763
62338,0.0141666666666666
117769,0.00409999999999982
42253,0.0245333333333333
96695,0.0229
4831,0.0701333333333333
78014,0.00849999999999976
4405,0.0281333333333333
8732,0.0705666666666667
66498,0.0601666666666667
107627,0.00836666666666653
124499,0.048
48330,0.00543333333333313
76487,0.0482333333333333
24820,0.0474
112868,0.0131999999999999
123601,0.0392666666666666
22250,0.0311666666666666
71169,0.1183
90546,0.0172999999999999
52012,0.0234
113198,0.00699999999999977
120626,0.0473666666666666
3097,0.11
17372,0.0564
84300,0.0308666666666666
125181,0.096
40301,0.00673333333333314
1057,0.00329999999999982
48513,0.00649999999999976
93826,0.0128333333333333
25953,0.0405
87040,0.0266999999999999
117411,0.0204999999999999
49453,0.0353333333333333
17438,0.0292666666666666
9718,0.0295666666666666
77162,0.00399999999999981
19731,0.0103999999999999
51752,0.0124999999999999
49388,0.0271666666666666
4337,0.0408333333333333
32355,0.0312333333333333
47097,0.0260666666666666
30159,0.0342333333333333
3070,0.0290333333333333
115593,0.0199333333333333
76425,0.0183333333333333
60732,0.0204
44659,0.0127333333333333
111131,0.0166999999999999
8564,0.0469333333333333
107387,0.0248666666666666
28994,0.0464
96708,0.0336333333333333
47637,0.0252333333333333
35117,0.0209666666666666
56284,0.0131999999999999
76700,0.0198999999999999
25260,0.0503
79852,0.0376666666666666
37421,0.0122333333333332
21578,0.0123333333333332
64015,0.00489999999999983
31525,0.0133333333333332
59012,0.0204333333333333
25362,0.0108666666666665
81329,0.03
48244,0.0261999999999999
122906,0.0316666666666666
98809,0.0119999999999998
65861,0.0151666666666666
50657,0.0111666666666665
26517,0.0612
29563,0.0874
15760,0.00266666666666647
2928,0.0382333333333333
62080,0.0456333333333333
12110,0.00766666666666643
64510,0.0369333333333332
32213,0.0249333333333333
63963,0.0454
61784,0.0192333333333332
35734,0.0415333333333333
122496,0.0733666666666666
64151,0.0518666666666666
49853,0.00856666666666654
11009,0.0271999999999999
4076,0.0313666666666666
31471,0.0893666666666667
95020,0.0219333333333333
12445,0.0361666666666666
32762,0.0185333333333333
88993,0.107066666666667
107879,0.0125333333333332
55693,0.0212333333333333
8833,0.0757666666666667
106942,0.0906333333333333
94224,0.0399333333333333
93050,0.0232333333333333
13837,0.0373333333333333
21709,0.0345
44335,0.0756333333333333
121386,0.0615666666666667
13166,0.0654333333333333
5990,0.0880666666666667
64239,0.0193999999999999
112798,0.0434666666666666
86572,0.0508666666666666
67486,0.1042
77621,0.0301
63939,0.0686666666666666
97260,0.0154666666666666
15177,0.0253333333333333
44970,0.0100333333333331
62703,0.0259999999999999
30005,0.0335
9926,0.0548666666666667
33096,0.0168666666666666
119599,0.0466
91393,0.0602
56777,0.0341333333333333
74827,0.0474666666666666
123309,0.0499
108999,0.0187666666666666
71739,0.00573333333333315
4046,0.0659
21685,0.0041333333333331
68336,0.0384
84138,0.0268666666666666
1925,0.121533333333333
69352,0.0607666666666667
4813,0.0239333333333333
37024,0.0281
76480,0.0195333333333332
12012,0.0107333333333331
19744,0.0473333333333333
36235,0.0181333333333333
26933,0.0624666666666666
109694,0.0109999999999999
6737,0.00446666666666651
44434,0.0503666666666666
91576,0.0543
48260,0.0210333333333333
1373,0.0587666666666667
89410,0.108233333333333
70019,0.00683333333333308
123182,0.0207999999999999
24105,0.0243
2956,0.0703
54338,0.00806666666666647
101090,0.0737666666666666
64447,0.0453
68135,0.0297666666666666
96391,0.0255
44393,0.0456666666666667
45417,0.0192666666666666
120124,0.0739666666666667
9696,0.059
87874,0.0171999999999999
36043,0.00739999999999979
13085,0.0327
104663,0.0230666666666666
81592,0.0148666666666666
55950,0.0559333333333333
60101,0.0529666666666666
69155,0.0337333333333333
19579,0.0515
96924,0.0881333333333333
119551,0.0230999999999999
80446,0.0121666666666665
87227,0.0531
6298,0.0655666666666666
94946,0.0265999999999999
28457,0.0157333333333332
35051,0.0102333333333332
32200,0.0269999999999999
96303,0.0355333333333333
92670,0.0113333333333331
18164,0.0651
77586,0.0322333333333333
68978,0.0187333333333332
91212,0.0261333333333333
40607,0.0225666666666666
100471,0.0336666666666666
4758,0.0424333333333333
64378,0.0490666666666666
75149,0.0179666666666666
18752,0.0130666666666665
101155,0.055
43044,0.0637
13174,0.103333333333333
65415,0.0201333333333332
46412,0.041
18006,0.0853
75173,0.0242
124422,0.0827
27513,0.0175333333333333
100966,0.0381666666666666
78577,0.0221666666666666
50011,0.0323999999999999
78840,0.0512333333333333
41489,0.0246333333333333
118911,0.0256
10085,0.0335666666666666
77492,0.0484666666666666
60502,0.0189333333333332
89156,0.0148333333333332
20397,0.0722999999999999
32008,0.0706
55270,0.0402333333333333
70039,0.0491333333333333
24983,0.0151666666666666
73800,0.0205333333333333
36729,0.0165999999999999
61396,0.0377
24433,0.0423666666666666
22175,0.0200666666666666
41785,0.0634
50524,0.0218333333333333
22225,0.0118666666666666
42682,0.0209
78419,0.0333
88657,0.0263666666666666
91051,0.053
11305,0.0440333333333333
118499,0.0528
21356,0.0298999999999999
8919,0.1629
5945,0.072
37884,0.0698666666666667
125137,0.0277
37693,0.0353999999999999
104275,0.114666666666667
58382,0.0213
2563,0.0241333333333333
27142,0.0332
43474,0.0129333333333332
50140,0.0562333333333333
73856,0.0875666666666667
29688,0.0556333333333333
6234,0.0198333333333332
15059,0.0126666666666666
124533,0.0483
3559,0.0101666666666665
95522,0.0447
23438,0.0338333333333333
87982,0.0618
96143,0.0448
27982,0.0375666666666667
35951,0.0355666666666666
83158,0.0524333333333333
22660,0.0225666666666666
54820,0.0195333333333332
10661,0.0469
87348,0.00876666666666645
111529,0.0601666666666667
61381,0.0115999999999999
17030,0.0367333333333333
95118,0.0297666666666666
96168,0.0206333333333333
5940,0.0431
53251,0.0179333333333332
1962,0.128433333333333
106675,0.0364666666666666
115661,0.0089999999999999
37325,0.0649
28598,0.0187333333333332
20810,0.0512333333333333
48604,0.00969999999999994
41152,0.0127333333333333
19659,0.0250333333333333
18771,0.0412333333333333
99835,0.0300333333333333
118685,0.0234
39919,0.0372333333333333
123544,0.0988333333333333
96958,0.0434333333333333
44366,0.0373
84752,0.0128333333333332
103184,0.0141333333333332
18686,0.0374
74112,0.0294333333333333
54941,0.0399333333333333
16485,0.0748
98907,0.0337333333333333
227,0.0564666666666666
76245,0.0185999999999999
86513,0.0892666666666667
40919,0.00799999999999983
111714,0.0670666666666667
3676,0.0339666666666666
8695,0.00953333333333319
21437,0.077
62461,0.0598
48834,0.07
92169,0.0190333333333333
48224,0.0322
69355,0.0094666666666665
15357,0.032
58727,0.0109999999999999
24987,0.103366666666667
99800,0.0520333333333333
81898,0.0391333333333333
29228,0.0176333333333332
7385,0.0491
40751,0.0194999999999999
58147,0.0508666666666666
56481,0.0282999999999999
9312,0.0227999999999999
36243,0.0389
57379,0.0262333333333333
3807,0.0694333333333333
6521,0.0522666666666666
83336,0.00793333333333317
109236,0.0506333333333333
125142,0.0502666666666667
39191,0.0669666666666667
63843,0.0183666666666666
90856,0.0410333333333333
72835,0.0927333333333333
105902,0.0524
55334,0.0405
21843,0.0345666666666666
92193,0.0496
13112,0.0396
57122,0.0539666666666666
39260,0.00839999999999987
33088,0.0531333333333333
20437,0.0510333333333333
3439,0.0311999999999999
50343,0.0375666666666667
88681,0.027
28524,0.00983333333333313
17182,0.0700666666666667
80885,0.0387333333333333
45069,0.0975333333333333
43411,0.0446333333333333
13002,0.0892333333333333
66981,0.0227999999999999
40920,0.0201666666666666
74190,0.00366666666666649
102654,0.0906666666666667
85575,0.0693333333333333
88194,0.0652333333333333
70971,0.0529333333333333
83967,0.0356
6439,0.0624666666666667
67780,0.0222666666666666
121134,0.0494333333333333
72449,0.0249666666666666
110579,0.0153999999999999
37570,0.0249666666666666
119795,0.0154999999999999
108436,0.0243666666666666
115270,0.0128999999999999
74512,0.0255
36331,0.0171333333333333
87476,0.0252666666666667
9392,0.121066666666667
19282,0.027
79999,0.0508333333333333
123321,0.0467
91365,0.0451333333333333
79720,0.0559666666666666
20665,0.0325999999999999
104950,0.0093333333333332
124263,0.0344666666666666
81933,0.0648666666666667
51341,0.0399
16354,0.0591333333333333
101091,0.0330666666666666
70139,0.0984666666666666
72576,0.0458333333333333
62891,0.0184333333333333
